,Symbol,BBIndicator
5289,TSC, 
5290,TSCAP, 
5291,TSCBP, 
5292,TSCO, 
5293,TSE,On Upper Band
5294,TSEM,On Upper Band
5295,TSG, 
5296,TSI, 
5297,TSLA, 
5298,TSLF, 
5299,TSLX, 
5300,TSM, 
5301,TSN, 
5302,TSQ, 
5303,TSRI, 
5304,TSU, 
5305,TT, 
5306,TTC, 
5307,TTD,On Upper Band
5308,TTEC, 
5309,TTEK,On Upper Band
5310,TTGT,On Upper Band
5311,TTI, 
5312,TTM, 
5313,TTMI,On Upper Band
5314,TTNP, 
5315,TTOO, 
5316,TTP, 
5317,TTPH, 
5318,TTWO, 
5319,TU, 
5320,TUES, 
5321,TUFN, 
5322,TUP,On Upper Band
5323,TURN, 
5324,TUSK, 
5325,TV, 
5326,TVC, 
5327,TVE, 
5328,TVTY, 
5329,TW,On Upper Band
5330,TWI, 
5331,TWIN, 
5332,TWLO, 
5333,TWMC,On Upper Band
5334,TWN,On Upper Band
5335,TWNK,On Upper Band
5336,TWO, 
5337,TWOU, 
5338,TWST, 
5339,TWTR,On Upper Band
5340,TX,On Upper Band
5341,TXG,On Upper Band
5342,TXMD, 
5343,TXN,On Upper Band
5344,TXRH,On Upper Band
5345,TXT, 
5346,TY, 
5347,TYG, 
5348,TYHT,On Upper Band
5349,TYL,On Upper Band
5350,TYME,On Upper Band
5351,TZAC, 
5352,TZACU, 
5353,TZOO,On Upper Band
5354,UA, 
5355,UAA, 
5356,UAL, 
5357,UAMY, 
5358,UAN, 
5359,UAVS,On Lower Band
5360,UBA, 
5361,UBCP, 
5362,UBER, 
5363,UBFO, 
5364,UBOH, 
5365,UBP, 
5366,UBS, 
5367,UBSI,On Upper Band
5368,UBX,On Upper Band
5369,UCBI, 
5370,UCTT, 
5371,UDR, 
5372,UE, 
5373,UEC,On Upper Band
5374,UEIC,On Upper Band
5375,UEPS, 
5376,UFAB,On Upper Band
5377,UFCS, 
5378,UFI, 
5379,UFPI,On Upper Band
5380,UFPT, 
5381,UFS, 
5382,UGI,On Upper Band
5383,UGP, 
5384,UHAL, 
5385,UHS, 
5386,UHT, 
5387,UI,On Upper Band
5388,UIHC, 
5389,UIS,On Upper Band
5390,UL, 
5391,ULBI,On Upper Band
5392,ULH, 
5393,ULTA,On Upper Band
5394,UMBF, 
5395,UMC, 
5396,UMH, 
5397,UMPQ,On Upper Band
5398,UMRX, 
5399,UN, 
5400,UNAM,Below Lower Band
5401,UNB,On Upper Band
5402,UNF,On Upper Band
5403,UNFI, 
5404,UNH, 
5405,UNIT, 
5406,UNM, 
5407,UNMA, 
5408,UNP, 
5409,UNT, 
5410,UNTY, 
5411,UNVR, 
5412,UONE, 
5413,UONEK, 
5414,UPLD,On Upper Band
5415,UPS, 
5416,UPWK,On Upper Band
5417,URBN,On Upper Band
5418,URG,Above Upper Band
5419,URGN, 
5420,URI,On Upper Band
5421,UROV, 
5422,USA,On Upper Band
5423,USAC, 
5424,USAK,On Upper Band
5425,USAP,On Upper Band
5426,USAS,On Upper Band
5427,USAU, 
5428,USB,On Upper Band
5429,USCR,On Upper Band
5430,USDP, 
5431,USEG,On Upper Band
5432,USFD, 
5433,USLM,On Upper Band
5434,USM, 
5435,USNA,On Upper Band
5436,USPH, 
5437,USWS,On Upper Band
5438,USX,On Upper Band
5439,UTF,On Upper Band
5440,UTG, 
5441,UTHR, 
5442,UTI, 
5443,UTL, 
5444,UTMD, 
5445,UTSI, 
5446,UTX, 
5447,UUU, 
5448,UUUU,On Upper Band
5449,UVE, 
5450,UVSP, 
5451,UVV,On Upper Band
5452,UXIN, 
5453,UZA, 
5454,UZB, 
5455,UZC, 
5456,V,On Upper Band
5457,VAC, 
5458,VAL,On Upper Band
5459,VALE, 
5460,VALU, 
5461,VAM,On Upper Band
5462,VAPO, 
5463,VAR, 
5464,VBF,On Upper Band
5465,VBFC, 
5466,VBIV, 
5467,VBLT, 
5468,VBTX, 
5469,VC, 
5470,VCEL, 
5471,VCF, 
5472,VCIF, 
5473,VCNX, 
5474,VCRA, 
5475,VCTR, 
5476,VCV, 
5477,VCYT, 
5478,VEC, 
5479,VECO, 
5480,VEDL, 
5481,VEEV, 
5482,VEL, 
5483,VEON,On Upper Band
5484,VER, 
5485,VERB,On Upper Band
5486,VERBW, 
5487,VERI,On Upper Band
5488,VERO,On Upper Band
5489,VERU, 
5490,VERY, 
5491,VET,On Upper Band
5492,VFC, 
5493,VFF, 
5494,VFL, 
5495,VG, 
5496,VGI, 
5497,VGM, 
5498,VGR, 
5499,VGZ, 
5500,VHC, 
5501,VHI, 
5502,VIAV, 
5503,VICI, 
5504,VICR,On Upper Band
5505,VIE, 
5506,VIOT,On Upper Band
5507,VIPS,On Upper Band
5508,VIR, 
5509,VIRC, 
5510,VIRT,On Upper Band
5511,VISL, 
5512,VIST, 
5513,VIV, 
5514,VIVE,On Upper Band
5515,VIVO, 
5516,VJET, 
5517,VKI, 
5518,VKQ, 
5519,VKTX, 
5520,VLGEA, 
5521,VLO,On Upper Band
5522,VLRS, 
5523,VLT, 
5524,VLY,On Upper Band
5525,VLYPO, 
5526,VLYPP, 
5527,VMC,On Upper Band
5528,VMI,On Upper Band
5529,VMM, 
5530,VMO, 
5531,VMW, 
5532,VNCE, 
5533,VNDA, 
5534,VNE,On Upper Band
5535,VNET,On Upper Band
5536,VNO,On Upper Band
5537,VNOM, 
5538,VNRX, 
5539,VNTR,On Lower Band
5540,VOC,On Upper Band
5541,VOD, 
5542,VOLT, 
5543,VOXX,On Upper Band
5544,VOYA,On Upper Band
5545,VPG,On Upper Band
5546,VPV, 
5547,VRA,On Upper Band
5548,VRAY,On Upper Band
5549,VRCA, 
5550,VREX,On Upper Band
5551,VRML,On Upper Band
5552,VRNA, 
5553,VRNS, 
5554,VRNT, 
5555,VRRM,On Upper Band
5556,VRS,On Upper Band
5557,VRSK, 
5558,VRSN,On Upper Band
5559,VRT, 
5560,VRTS, 
5561,VRTU,On Upper Band
5562,VRTV, 
5563,VRTX,On Upper Band
5564,VSAT, 
5565,VSEC, 
5566,VSH, 
5567,VSLR,On Upper Band
5568,VST,On Upper Band
5569,VSTM,On Upper Band
5570,VSTO, 
5571,VTA, 
5572,VTIQ,On Upper Band
5573,VTIQU, 
5574,VTIQW, 
5575,VTN, 
5576,VTNR, 
5577,VTR,On Upper Band
5578,VTSI, 
5579,VTVT, 
5580,VUZI,On Upper Band
5581,VVI, 
5582,VVNT, 
5583,VVPR, 
5584,VVR, 
5585,VVUS, 
5586,VVV, 
5587,VXRT, 
5588,VYGR,On Upper Band
5589,VZ,On Upper Band
5590,W,Above Upper Band
5591,WAAS, 
5592,WAB,On Upper Band
5593,WABC, 
5594,WAFD, 
5595,WAFU, 
5596,WAL,On Upper Band
5597,WALA, 
5598,WASH, 
5599,WAT,On Upper Band
5600,WATT, 
5601,WB, 
5602,WBA, 
5603,WBAI, 
5604,WBC, 
5605,WBK, 
5606,WBS, 
5607,WBT, 
5608,WCC, 
5609,WCN, 
5610,WD, 
5611,WDAY,On Upper Band
5612,WDC, 
5613,WDFC, 
5614,WDR, 
5615,WEA,On Upper Band
5616,WEBK,On Upper Band
5617,WEC, 
5618,WEI, 
5619,WELL, 
5620,WEN, 
5621,WERN,On Upper Band
5622,WES,On Upper Band
5623,WETF, 
5624,WEX, 
5625,WEYS, 
5626,WF, 
5627,WFC,On Upper Band
5628,WGO,On Upper Band
5629,WH, 
5630,WHD,On Upper Band
5631,WHF, 
5632,WHFBZ, 
5633,WHG, 
5634,WHLM, 
5635,WHLR, 
5636,WHLRD, 
5637,WHLRP, 
5638,WHR, 
5639,WIA, 
5640,WIFI, 
5641,WILC,On Upper Band
5642,WINA, 
5643,WING,On Upper Band
5644,WINS, 
5645,WIRE, 
5646,WISA,On Lower Band
5647,WIT, 
5648,WIW, 
5649,WIX, 
5650,WK, 
5651,WKEY, 
5652,WKHS, 
5653,WLDN, 
5654,WLFC, 
5655,WLK,On Upper Band
5656,WLKP, 
5657,WLL, 
5658,WLTW,On Upper Band
5659,WM, 
5660,WMB, 
5661,WMC, 
5662,WMGI, 
5663,WMK, 
5664,WMS,On Upper Band
5665,WMT,On Upper Band
5666,WNC, 
5667,WNEB, 
5668,WNS, 
5669,WOR, 
5670,WORK, 
5671,WORX, 
5672,WOW,On Upper Band
5673,WPC, 
5674,WPG, 
5675,WPM,On Upper Band
5676,WPP, 
5677,WPRT, 
5678,WPX,On Upper Band
5679,WRB,On Upper Band
5680,WRE, 
5681,WRI, 
5682,WRK,On Upper Band
5683,WRLD,On Upper Band
5684,WRLS, 
5685,WRLSU,Below Lower Band
5686,WRLSW, 
5687,WRN,Above Upper Band
5688,WRTC, 
5689,WSBC,On Upper Band
5690,WSBF, 
5691,WSC, 
5692,WSFS, 
5693,WSG, 
5694,WSM,On Upper Band
5695,WSO, 
5696,WSR, 
5697,WST,On Upper Band
5698,WSTG, 
5699,WSTL,On Upper Band
5700,WTBA,On Upper Band
5701,WTER,On Upper Band
5702,WTFC,On Upper Band
5703,WTFCM, 
5704,WTI,On Upper Band
5705,WTM, 
5706,WTRE, 
5707,WTREP,On Lower Band
5708,WTRG, 
5709,WTRH, 
5710,WTRU, 
5711,WTS, 
5712,WTT, 
5713,WTTR, 
5714,WU, 
5715,WUBA, 
5716,WVE, 
5717,WVFC, 
5718,WVVI, 
5719,WVVIP, 
5720,WW,On Upper Band
5721,WWD, 
5722,WWE, 
5723,WWR, 
5724,WWW,On Upper Band
5725,WY,On Upper Band
5726,WYND, 
5727,WYNN, 
5728,WYY,On Upper Band
5729,X,On Upper Band
5730,XAIR, 
5731,XAN, 
5732,XBIO, 
5733,XBIT,On Upper Band
5734,XCUR,On Upper Band
5735,XEC, 
5736,XEL, 
5737,XELA, 
5738,XELB, 
5739,XENE,On Upper Band
5740,XENT, 
5741,XERS, 
5742,XFLT, 
5743,XFOR, 
5744,XGN, 
5745,XHR, 
5746,XIN,On Upper Band
5747,XLNX,On Upper Band
5748,XLRN, 
5749,XNCR, 
5750,XNET, 
5751,XOG, 
5752,XOM,On Upper Band
5753,XOMA, 
5754,XONE, 
5755,XP,On Upper Band
5756,XPEL,On Upper Band
5757,XPER, 
5758,XPL,On Upper Band
5759,XPO,On Upper Band
5760,XRAY, 
5761,XRF, 
5762,XRX, 
5763,XSPA, 
5764,XTLB, 
5765,XTNT, 
5766,XXII, 
5767,XYF, 
5768,XYL, 
5769,Y, 
5770,YCBD,On Upper Band
5771,YELP, 
5772,YETI, 
5773,YEXT, 
5774,YGYI,On Upper Band
5775,YGYIP, 
5776,YI,On Upper Band
5777,YIN, 
5778,YJ, 
5779,YMAB, 
5780,YNDX,On Upper Band
5781,YORW, 
5782,YPF, 
5783,YRCW, 
5784,YRD, 
5785,YTEN,On Upper Band
5786,YTRA, 
5787,YUM,On Upper Band
5788,YUMA, 
5789,YUMC, 
5790,YVR, 
5791,YY,On Upper Band
5792,Z, 
5793,ZAGG, 
5794,ZBH,On Upper Band
5795,ZBRA,On Upper Band
5796,ZCMD,On Upper Band
5797,ZDGE, 
5798,ZEAL, 
5799,ZEN,On Upper Band
5800,ZEUS, 
5801,ZFGN, 
5802,ZG, 
5803,ZGNX, 
5804,ZGYHU, 
5805,ZION,On Upper Band
5806,ZIONL, 
5807,ZIONN, 
5808,ZIONO, 
5809,ZIONP, 
5810,ZIOP, 
5811,ZIXI,On Upper Band
5812,ZKIN,On Upper Band
5813,ZLAB,On Upper Band
5814,ZM, 
5815,ZN, 
5816,ZNGA, 
5817,ZNH, 
5818,ZOM,On Lower Band
5819,ZS, 
5820,ZSAN,On Upper Band
5821,ZTO, 
5822,ZTR, 
5823,ZTS, 
5824,ZUMZ,On Upper Band
5825,ZUO,On Upper Band
5826,ZVO, 
5827,ZYME, 
5828,ZYNE, 
5829,ZYXI,On Upper Band
